customer_code,customer_name,tax_code,address,province_id_old,province_id,province_name_extract,region,matched_alias,mapping_status
KH-00351,CÔNG TY TNHH AN PHÁT,203013287,"khu phố Minh Khai, Phường Từ Sơn, Bắc Ninh",,7,Bắc Ninh,Miền Bắc,bac ninh,MATCHED_REGEX
KH-00352,CỬA HÀNG XE ĐẠP LONG PHÚ,260474206,"khu 3B, Phường Việt Hưng, Tỉnh Quảng Ninh",,48,Quảng Ninh,Miền Bắc,quang ninh,MATCHED_REGEX
KH-00353,CỬA HÀNG XE ĐẠP THANH BÌNH,236477595,"Xã Đông Anh, TP Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00354,CÔNG TY TNHH THƯƠNG MẠI NAM TIẾN,124258493,"Phường Tích Lương, Thái Nguyên",,54,Thái Nguyên,Miền Bắc,thai nguyen,MATCHED_REGEX
KH-00355,DOANH NGHIỆP TW PHÚC AN,286106120,"135-QL 1A-Khu 1, Phường Quang Trung, Thanh Hóa",,55,Thanh Hóa,Miền Trung,thanh hoa,MATCHED_REGEX
KH-00356,CÔNG TY TNHH THƯƠNG MẠI QUANG VINH,133103356,"Khu 2, Xã Kim Tân, Thanh Hóa",,55,Thanh Hóa,Miền Trung,thanh hoa,MATCHED_REGEX
KH-00357,CÔNG TY TNHH THƯƠNG MẠI THANH BÌNH,134244014,"Ngô Quyền, Phường Trung Sơn, Thành Phố Sầm Sơn, Thanh Hoá",,55,Thanh Hóa,Miền Trung,thanh hoa,MATCHED_REGEX
KH-00358,CÔNG TY TNHH SƠN HÀ,297712723,"Đường 7, thôn Bắc Sơn, Xã Hà Long, Tỉnh Thanh Hóa",,55,Thanh Hóa,Miền Trung,thanh hoa,MATCHED_REGEX
KH-00359,CÔNG TY CỔ PHẦN VẠN LỢI,203193677,"Thửa đất số 223-1 , Tờ bản đồ số 07, Đường 422, Thôn Lũng Kênh, Xã Hoài Đức, TP Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00360,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,168932615,"QL 45,Phố Kiểu, Xã Yên Trường, Tỉnh Thanh Hóa",,55,Thanh Hóa,Miền Trung,thanh hoa,MATCHED_REGEX
KH-00361,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÂY BẮC,175111287,"tổ dân phố Hồng Ngự, Phường Thụy Phương, Quận Bắc Từ Liêm, Thành phố Hà Nội, Việt Nam",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00362,HỘ KINH DOANH MẶT TRỜI,296027857,"Tòa nhà Mitec, Lô E2, Khu đô thị mới Cầu Giấy,Phường Yên Hoà,Quận Cầu Giấy, Hà Nội,Việt Nam",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00363,HỘ KINH DOANH ĐẠI LỢI,177914308,"Đường Trần Hưng Đạo, Phường Kinh Môn, Thành phố Hải Phòng",,27,Hải Phòng,Miền Bắc,hai phong,MATCHED_REGEX
KH-00364,DOANH NGHIỆP TW XUÂN MAI,242402965,"Phường Việt Hòa, TP Hải Phòng",,27,Hải Phòng,Miền Bắc,hai phong,MATCHED_REGEX
KH-00365,CÔNG TY CỔ PHẦN THƯƠNG MẠI TRÍ ĐỨC,184450711,"Nguyễn Trãi -Thanh xuân Trung, Phường Khương Đình, TP Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00366,HỘ KINH DOANH THIÊN AN,259901723,"Xã Diễn Trường, Huyện Diễn Châu, Nghệ An",,40,Nghệ An,Miền Trung,nghe an,MATCHED_SUBSTRING_PRIMARY
KH-00367,CÔNG TY CỔ PHẦN ĐÔNG NAM,100836757,"Hòa Bình, Phường Ngọc Sơn, Tỉnh Thanh Hóa",,55,Thanh Hóa,Miền Trung,thanh hoa,MATCHED_REGEX
KH-00368,HỘ KINH DOANH HOÀ BÌNH,212823241,"Nhà bà Hoàng Thị Bẩy, Khu X2, Thôn Đông Trù, Xã Đông Anh, TP Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00369,CÔNG TY TNHH VẠN LỢI,259168716,"Hà Huy Tập, Xã Phù Đổng, Thành phố Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00370,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH,124305160,"Phường Phượng Sơn, Bắc Ninh",,7,Bắc Ninh,Miền Bắc,bac ninh,MATCHED_REGEX
KH-00371,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,166739281,"Thửa 159, tờ bản đồ 25, tổ dân phố 3, Phường Yên Dũng, Bắc Ninh",,7,Bắc Ninh,Miền Bắc,bac ninh,MATCHED_REGEX
KH-00372,CÔNG TY CỔ PHẦN THƯƠNG MẠI MẶT TRỜI,161706232,"Quốc lộ 47, thôn Nhật Quả, Xã Thọ Phú, Thanh Hóa",,55,Thanh Hóa,Miền Trung,thanh hoa,MATCHED_REGEX
KH-00373,DOANH NGHIỆP TW THIÊN AN,208198878,"Thôn Nho Lâm - Tân Lập, Xã Yên Mỹ, Tỉnh Hưng Yên",,31,Hưng Yên,Miền Bắc,hung yen,MATCHED_REGEX
KH-00374,CÔNG TY CỔ PHẦN XÂY DỰNG,103389922,"Xã Yên Mỹ, Hưng Yên",,31,Hưng Yên,Miền Bắc,hung yen,MATCHED_REGEX
KH-00375,CÔNG TY TNHH ĐẠI DƯƠNG,260083710,"Xuân Thuỷ, Phường Cầu Giấy, Thành phố Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00376,CÔNG TY TNHH THƯƠNG MẠI AN PHÁT,190470594,"Hoàng Quốc Việt, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00377,DOANH NGHIỆP TW PHÚ THỊNH,136757644,"Đường Đa Tốn, Xã Bát Tràng, Thành phố Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00378,CỬA HÀNG XE ĐẠP VĨNH PHÁT,280387462,"Nguyễn Đức Thuận, Xã Gia Lâm, Thành phố Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00379,CÔNG TY TNHH MINH PHƯƠNG,299229713,"Tân Sơn 9, Xã Phú Bình, Tỉnh Thái Nguyên",,54,Thái Nguyên,Miền Bắc,thai nguyen,MATCHED_REGEX
KH-00380,DOANH NGHIỆP TW HÙNG CƯỜNG,177437743,Tỉnh Ninh Bình,,41,Ninh Bình,Miền Bắc,ninh binh,MATCHED_REGEX
KH-00381,DOANH NGHIỆP TW TÚ ANH,292263548,"Phố phú hoà - Thị trấn Hoà Mạc, Phường Hòa Mạc(Hết hiệu lực), Tỉnh Ninh Bình",,41,Ninh Bình,Miền Bắc,ninh binh,MATCHED_REGEX
KH-00382,CÔNG TY TNHH LÊ ANH,210714803,"Xã Yên Cường, Tỉnh Ninh Bình",,41,Ninh Bình,Miền Bắc,ninh binh,MATCHED_REGEX
KH-00383,HỘ KINH DOANH VẠN LỢI,259593644,"Thị Trấn Gôi, Xã Vụ Bản, Ninh Bình",,41,Ninh Bình,Miền Bắc,ninh binh,MATCHED_REGEX
KH-00384,CỬA HÀNG XE ĐẠP PHÚC AN,273587333,"Khu dân cư Thái Học 1, Phường Chu Văn An, TP Hải Phòng",,27,Hải Phòng,Miền Bắc,hai phong,MATCHED_REGEX
KH-00385,CÔNG TY CỔ PHẦN THƯƠNG MẠI THIÊN AN,149646321,"Lê Thanh Nghị, Phường Lê Thanh Nghị, Thành phố Hải Dương, Hải Dương",,26,Hải Dương,Miền Bắc,hai duong,MATCHED_SUBSTRING_PRIMARY
KH-00386,CÔNG TY TNHH THƯƠNG MẠI KHẢI HOÀN,113978498,"Thụy Sơn 2, Phường Tân Sơn, Thị Xã Kim Bảng, Tỉnh Hà Nam, Việt Nam",,24,Hà Nam,Miền Bắc,ha nam,MATCHED_REGEX
KH-00387,CÔNG TY CỔ PHẦN THANH BÌNH,156553168,"Khu Dương Xá 3, phường Kinh Bắc, Tỉnh Bắc Ninh",,7,Bắc Ninh,Miền Bắc,bac ninh,MATCHED_REGEX
KH-00388,CÔNG TY CỔ PHẦN MẶT TRỜI,240670179,"đường Đê La Thành, Phường Ô Chợ Dừa, TP Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00389,CÔNG TY CỔ PHẦN TRƯỜNG THỊNH,246201679,"Đường Đình Hương, Phường Đông Cương, Thành phố Thanh Hoá, Tỉnh Thanh Hoá",,55,Thanh Hóa,Miền Trung,thanh hoa,MATCHED_REGEX
KH-00390,HỘ KINH DOANH ĐẠI LỢI,135724552,"đường Cổ Vân, Khu Trung, Thôn Dục Nội, Xã Đông Anh, Thành phố Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00391,CÔNG TY TNHH THƯƠNG MẠI NAM TIẾN,192157668,"Xã Đức Thọ, Hà Tĩnh",,25,Hà Tĩnh,Miền Trung,ha tinh,MATCHED_REGEX
KH-00392,HỘ KINH DOANH SƠN HÀ,213919514,"7, Xã Đức Thọ, Hà Tĩnh",,25,Hà Tĩnh,Miền Trung,ha tinh,MATCHED_REGEX
KH-00393,CÔNG TY TNHH THƯƠNG MẠI SƠN HÀ,173978090,"thôn 1, Xã Kim Tân, Thanh Hóa",,55,Thanh Hóa,Miền Trung,thanh hoa,MATCHED_REGEX
KH-00394,CÔNG TY TNHH THƯƠNG MẠI NAM TIẾN,125193114,"TDP Cửa Hà, Xã Cẩm Thủy, Thanh Hóa",,55,Thanh Hóa,Miền Trung,thanh hoa,MATCHED_REGEX
KH-00395,HỘ KINH DOANH TÂY BẮC,221631348,"Ki ốt số 6,7 Chợ Mọc , Phố Mới, Xã Tân Yên, Bắc Ninh",,7,Bắc Ninh,Miền Bắc,bac ninh,MATCHED_REGEX
KH-00396,CÔNG TY CỔ PHẦN VIỆT ANH,204122086,"TDP Trung Nghĩa, Phường Chũ, Tỉnh Bắc Ninh",,7,Bắc Ninh,Miền Bắc,bac ninh,MATCHED_REGEX
KH-00397,CÔNG TY CỔ PHẦN THUỶ TIÊN,294943283,"hoàng liên, Phường Lào Cai, Tỉnh Lào Cai",,37,Lào Cai,Miền Bắc,lao cai,MATCHED_REGEX
KH-00398,CÔNG TY TNHH PHÚC AN,273969467,"Tôn Đức Thắng, Phường Hòa Khánh, TP Đà Nẵng",,16,Đà Nẵng,Miền Trung,da nang,MATCHED_REGEX
KH-00399,CÔNG TY TNHH ĐẠI LỢI,204057022,"ngõ 562, đường Trần Cung, Phường Xuân Đỉnh, TP Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00400,CÔNG TY TNHH XÂY DỰNG,288262846,"C4/110, KP 3, Khu dân cư An Bình, Phường Trấn Biên, Đồng Nai",,20,Đồng Nai,Miền Nam,dong nai,MATCHED_REGEX
KH-00401,HỘ KINH DOANH THUỶ TIÊN,283600026,"Khu Miếu Môn, Xã Trần Phú, Thành phố Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00402,CÔNG TY CỔ PHẦN ĐẠI LỢI,100950622,"Ngô Gia Tự, Phường Việt Hưng, TP Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00403,CÔNG TY CỔ PHẦN THƯƠNG MẠI LONG PHÚ,161351930,"đường Quang Trung, tiểu khu 3, Phường Tĩnh Gia, Thanh Hóa",,55,Thanh Hóa,Miền Trung,thanh hoa,MATCHED_REGEX
KH-00404,HỘ KINH DOANH PHÚ THỊNH,170678283,"phố Hoà Bình, Phường Ngọc Sơn, Tỉnh Thanh Hóa",,55,Thanh Hóa,Miền Trung,thanh hoa,MATCHED_REGEX
KH-00405,CÔNG TY CỔ PHẦN THƯƠNG MẠI QUANG VINH,138897153,"đường ĐH-HH33, thôn 6, Xã Hoằng Thanh, Thanh Hóa",,55,Thanh Hóa,Miền Trung,thanh hoa,MATCHED_REGEX
KH-00406,CÔNG TY CỔ PHẦN THƯƠNG MẠI LONG PHÚ,166896844,"Ngõ xóm Chùa, Thôn Lôi Cầu, Xã Việt Tiến, Tỉnh Hưng Yên",,31,Hưng Yên,Miền Bắc,hung yen,MATCHED_REGEX
KH-00407,DOANH NGHIỆP TW LONG PHÚ,255918865,"Yên Thế, Hòa An, Phường An Khê, Thành phố Đà Nẵng",,16,Đà Nẵng,Miền Trung,da nang,MATCHED_REGEX
KH-00408,CÔNG TY CỔ PHẦN MINH PHƯƠNG,189600214,"Đường ĐH-HH.25, Thôn 1, Xã Hoằng Thành, tỉnh Thanh Hóa",,55,Thanh Hóa,Miền Trung,thanh hoa,MATCHED_REGEX
KH-00409,CÔNG TY CỔ PHẦN THƯƠNG MẠI BÌNH MINH,102927878,"Thôn 4B, Xã Thọ Phú, Huyện Triệu Sơn, Tỉnh Thanh Hoá, Việt Nam",,55,Thanh Hóa,Miền Trung,thanh hoa,MATCHED_REGEX
KH-00410,CỬA HÀNG XE ĐẠP NAM TIẾN,220091382,"Xã Đức Châu, Nghệ An",,40,Nghệ An,Miền Trung,nghe an,MATCHED_SUBSTRING_PRIMARY
KH-00411,CỬA HÀNG XE ĐẠP MẶT TRỜI,266652812,"Phòng 808, toà nhà C8 Đại Cồ Việt, Phường Bách Khoa,Quận Hai Bà Trưng, TP Hà Nội,Việt Nam",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00412,CÔNG TY TNHH TRÍ ĐỨC,284712620,"Đường D2 - Khu D - Khu công nghiệp Phố Nối A, Xã Như Quỳnh, Hưng Yên",,31,Hưng Yên,Miền Bắc,hung yen,MATCHED_REGEX
KH-00413,CÔNG TY CỔ PHẦN CHI THÀNH,120483290,"Điện biên Phủ, Phường Hồng Bàng, TP Hải Phòng",,19,Điện Biên,Miền Bắc,dien bien,MATCHED_REGEX
KH-00414,HỘ KINH DOANH ĐẠI LỢI,105325305,"Nhà số 7, đường Tam Đạc 2, cụm 7, xã Liên Minh, TP Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,114724820,"57B Nguyễn Trãi, Phường Hạc Thành, Thanh Hóa",,55,Thanh Hóa,Miền Trung,thanh hoa,MATCHED_REGEX
KH-00416,DOANH NGHIỆP TW HOÀ BÌNH,288704629,"Khu 3, Phường Đông Triều, Quảng Ninh",,48,Quảng Ninh,Miền Bắc,quang ninh,MATCHED_REGEX
KH-00417,CÔNG TY CỔ PHẦN THƯƠNG MẠI VIỆT ANH,159379852,"Đường Mạc Đăng Dung, Khu Tân Thành, Phường Đông Mai, Quảng Ninh, Việt Nam",,48,Quảng Ninh,Miền Bắc,quang ninh,MATCHED_REGEX
KH-00418,CÔNG TY CỔ PHẦN PHÚ THỊNH,187513466,"Xã Tam Hưng, TP Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00419,DOANH NGHIỆP TW ĐẠI DƯƠNG,248272374,"ngách 6, Ngõ 13 Tả Thanh Oai, Xã Đại Thanh, TP Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00420,CÔNG TY CỔ PHẦN QUANG VINH,161267125,"Trần Kế Xương, Phường Hải Châu, Thành phố Đà Nẵng",,16,Đà Nẵng,Miền Trung,da nang,MATCHED_REGEX
KH-00421,DOANH NGHIỆP TW YÊN BÌNH,213755155,"tổ 15, phường Phương Lâm, thành phố Hòa Bình, tỉnh Hòa Bình",,29,Hòa Bình,Miền Bắc,hoa binh,MATCHED_REGEX
KH-00422,CÔNG TY CỔ PHẦN THƯƠNG MẠI SƠN HÀ,172138158,"Khu D, Xã Sóc Sơn, TP Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00423,DOANH NGHIỆP TW THIÊN AN,289452861,"đường Thân Nhân Trung, phường Bích Động, Thị xã Việt Yên, Tỉnh Bắc Giang",,5,Bắc Giang,Miền Bắc,bac giang,MATCHED_REGEX
KH-00424,CÔNG TY TNHH TRÍ ĐỨC,289702397,"Tổ 10, Thôn Xuân Thủy, Xã Xuân Mai, Thành phố Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00425,CỬA HÀNG XE ĐẠP MINH PHƯƠNG,228573972,"14, MBQH 06, đường Kim Xuân, thôn 1 Nghĩa Trang, Xã Hoằng Phú, Thanh Hóa",,55,Thanh Hóa,Miền Trung,thanh hoa,MATCHED_REGEX
KH-00426,CÔNG TY CỔ PHẦN THƯƠNG MẠI THIÊN AN,148560955,"TDP 4, Phường Phổ Yên, Thái Nguyên",,54,Thái Nguyên,Miền Bắc,thai nguyen,MATCHED_REGEX
KH-00427,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÚ ANH,148682042,"Phường Láng, Thành phố Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00428,CỬA HÀNG XE ĐẠP NAM TIẾN,225926379,"khu 6, Phường Hồng Gai, Quảng Ninh",,48,Quảng Ninh,Miền Bắc,quang ninh,MATCHED_REGEX
KH-00429,CỬA HÀNG XE ĐẠP XUÂN MAI,254310456,"thôn Làng, Xã Thống Nhất, Quảng Ninh",,48,Quảng Ninh,Miền Bắc,quang ninh,MATCHED_REGEX
KH-00430,CÔNG TY CỔ PHẦN BÌNH MINH,132506859,"Xã Vân Đình, Thành phố Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00431,CÔNG TY CỔ PHẦN THƯƠNG MẠI KHẢI HOÀN,113300214,"Tử Dương, Xã Chương Dương, TP Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00432,CÔNG TY TNHH THƯƠNG MẠI THUỶ TIÊN,176474462,"Xã Đại Xuyên, TP Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00433,CÔNG TY CỔ PHẦN THƯƠNG MẠI TRƯỜNG THỊNH,140441927,"Tk Phú Mỹ, Xã Phú Xuyên, TP Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00434,HỘ KINH DOANH TRƯỜNG THỊNH,269803619,"TDP 15, Phường Tây Tựu, TP Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00435,DOANH NGHIỆP TW NGỌC ANH,141517724,"TDP Chợ, đường Đại Mỗ, Phường Tây Mỗ, TP Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00436,CÔNG TY TNHH XÂY DỰNG,288507012,"xã Tân Lập, huyện Yên Mỹ, tỉnh Hưng Yên",,31,Hưng Yên,Miền Bắc,hung yen,MATCHED_REGEX
KH-00437,DOANH NGHIỆP TW HÙNG CƯỜNG,139242743,"Dương Xá, Phường Thượng Hồng, Hưng Yên",,31,Hưng Yên,Miền Bắc,hung yen,MATCHED_REGEX
KH-00438,CỬA HÀNG XE ĐẠP ĐẠI LỢI,280232870,"Xã Khoái Châu, Hưng Yên",,31,Hưng Yên,Miền Bắc,hung yen,MATCHED_REGEX
KH-00439,DOANH NGHIỆP TW THUỶ TIÊN,226721723,"Khối Xuân Khoa, Xã Vạn An, Tỉnh Nghệ An",,40,Nghệ An,Miền Trung,nghe an,MATCHED_SUBSTRING_PRIMARY
KH-00440,CÔNG TY TNHH THƯƠNG MẠI ĐÔNG NAM,117737983,"đường Tây Tựu, Phường Thượng Cát, Thành phố Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00441,CỬA HÀNG XE ĐẠP NGỌC ANH,229454718,"Xuân Giang, Xã Nghi Xuân, Hà Tĩnh",,25,Hà Tĩnh,Miền Trung,ha tinh,MATCHED_REGEX
KH-00442,CÔNG TY TNHH HOÀ BÌNH,264440823,"TDP 3 Đoài, Xã Yên Lạc, Phú Thọ",,43,Phú Thọ,Miền Bắc,phu tho,MATCHED_REGEX
KH-00443,CÔNG TY TNHH HÙNG CƯỜNG,212318218,"Khu Tân Bình, Xã Xuân Mai, TP Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00444,CÔNG TY TNHH THƯƠNG MẠI SÁN LẠP,131134539,"đường Cao Lỗ, Thôn Phan Xá, Xã Đông Anh, Thành phố Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00445,CÔNG TY CỔ PHẦN TÂN TIẾN,145783397,"Thạch Trụ Tây, Xã Lân Phong, Tỉnh Quảng Ngãi",,47,Quảng Ngãi,Miền Trung,quang ngai,MATCHED_REGEX
KH-00446,CÔNG TY TNHH THƯƠNG MẠI MINH PHƯƠNG,125873321,"Hùng Vương, Phường Nam Đông Hà, Quảng Trị",,49,Quảng Trị,Miền Trung,quang tri,MATCHED_REGEX
KH-00447,CÔNG TY TNHH THƯƠNG MẠI KHẢI HOÀN,191136065,"Phường Chương Mỹ, Thành phố Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00448,CÔNG TY TNHH THUỶ TIÊN,272636071,"Tiểu khu Phú Gia, Thị Trấn Phú Minh, Huyện Phú Xuyên, Thành phố Hà Nội, Việt Nam",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00449,CÔNG TY CỔ PHẦN THUỶ TIÊN,213821835,"Khu 5, Xã Phù Ninh, Tỉnh Phú Thọ",,43,Phú Thọ,Miền Bắc,phu tho,MATCHED_REGEX
KH-00450,HỘ KINH DOANH QUANG VINH,142986152,"Lê Thái Tổ, Thôn Tân Minh, Xã Triệu Sơn, Tỉnh Thanh Hoá, Việt Nam",,55,Thanh Hóa,Miền Trung,thanh hoa,MATCHED_REGEX
KH-00451,CÔNG TY CỔ PHẦN THƯƠNG MẠI TRƯỜNG THỊNH,147387564,"TDP Tân Lập, Xã Bình Thuyền, Tỉnh Phú Thọ",,43,Phú Thọ,Miền Bắc,phu tho,MATCHED_REGEX
KH-00452,CÔNG TY CỔ PHẦN THƯƠNG MẠI BÌNH MINH,104174075,"Phố Giắt, Xã Triệu Sơn, Thanh Hóa",,55,Thanh Hóa,Miền Trung,thanh hoa,MATCHED_REGEX
KH-00453,CÔNG TY TNHH YÊN BÌNH,256489869,"Xã Phú Sơn, Tỉnh Ninh Bình",,41,Ninh Bình,Miền Bắc,ninh binh,MATCHED_REGEX
KH-00454,HỘ KINH DOANH LONG PHÚ,251882403,"Phố Đồng Tâm, Xã Đoan Hùng, Phú Thọ",,43,Phú Thọ,Miền Bắc,phu tho,MATCHED_REGEX
KH-00455,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,103264637,"Trần Phú, Xã Hương Khê, Hà Tĩnh",,25,Hà Tĩnh,Miền Trung,ha tinh,MATCHED_REGEX
KH-00456,CÔNG TY TNHH THƯƠNG MẠI AN PHÁT,190862479,"đường Nguyễn Đổng Chi, TDP 1, Phường Nam Hồng Lĩnh, Hà Tĩnh",,25,Hà Tĩnh,Miền Trung,ha tinh,MATCHED_REGEX
KH-00457,CÔNG TY TNHH THƯƠNG MẠI VIỆT ANH,157974773,"Xã Đồng Tiến, Thanh Hóa",,55,Thanh Hóa,Miền Trung,thanh hoa,MATCHED_REGEX
KH-00458,HỘ KINH DOANH VẠN LỢI,276096821,"An Lộc, Xã Mai Phụ, Tỉnh Hà Tĩnh",,25,Hà Tĩnh,Miền Trung,ha tinh,MATCHED_REGEX
KH-00459,CÔNG TY CỔ PHẦN TOÀN THẮNG,267718135,"Xã Bình Minh, Thành phố Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00460,DOANH NGHIỆP TW THUỶ TIÊN,284197843,"Khu Đồng Xốc, Xã Thái Hòa, Phú Thọ",,43,Phú Thọ,Miền Bắc,phu tho,MATCHED_REGEX
KH-00461,CÔNG TY TNHH THUỶ TIÊN,273073186,"Hoàng Lộc, Phường Lê Thanh Nghị, Thành phố Hải Dương, Tỉnh Hải Dương, Việt Nam",,26,Hải Dương,Miền Bắc,hai duong,MATCHED_SUBSTRING_PRIMARY
KH-00462,HỘ KINH DOANH TRƯỜNG THỊNH,248237153,"số B-1, Khu công nghiệp Thăng Long II, Xã Nguyễn Văn Linh, Hưng Yên",,31,Hưng Yên,Miền Bắc,hung yen,MATCHED_REGEX
KH-00463,CÔNG TY TNHH THƯƠNG MẠI YÊN BÌNH,150900540,"Xã Thuận An, Thành phố Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00464,CÔNG TY TNHH THƯƠNG MẠI KHẢI HOÀN,112958913,"0Ki ốt T1A 10, Phường Việt Trì, Tỉnh Phú Thọ",,43,Phú Thọ,Miền Bắc,phu tho,MATCHED_REGEX
KH-00465,CÔNG TY CỔ PHẦN KHẢI HOÀN,107648091,"Khu Phố 1, Phường Mạo Khê, Quảng Ninh",,48,Quảng Ninh,Miền Bắc,quang ninh,MATCHED_REGEX
KH-00466,HỘ KINH DOANH HÙNG CƯỜNG,133736575,"phố Trần Bình Trọng, Xã Quảng Hà, Quảng Ninh",,48,Quảng Ninh,Miền Bắc,quang ninh,MATCHED_REGEX
KH-00467,DOANH NGHIỆP TW TÂY BẮC,237140523,"48B Quang Trung, Phường Bắc Gianh, Tỉnh Quảng Trị",,49,Quảng Trị,Miền Trung,quang tri,MATCHED_REGEX
KH-00468,CÔNG TY CỔ PHẦN KHẢI HOÀN,124230463,"Xã Diễn Trung, Huyện Diễn Châu, Nghệ An",,40,Nghệ An,Miền Trung,nghe an,MATCHED_SUBSTRING_PRIMARY
KH-00469,CỬA HÀNG XE ĐẠP HOÀ BÌNH,296168544,"Khối Tân Đông, Phường Tân Mai, Nghệ An",,40,Nghệ An,Miền Trung,nghe an,MATCHED_SUBSTRING_PRIMARY
KH-00470,CÔNG TY CỔ PHẦN VĨNH PHÁT,296996112,"phố số 3, Xã Nghi Lộc, Nghệ An",,40,Nghệ An,Miền Trung,nghe an,MATCHED_SUBSTRING_PRIMARY
KH-00471,CÔNG TY CỔ PHẦN TRÍ ĐỨC,262408032,"phố Kim Thành, Xã Đồng Lộc, Hà Tĩnh",,25,Hà Tĩnh,Miền Trung,ha tinh,MATCHED_REGEX
KH-00472,CÔNG TY CỔ PHẦN TRÍ ĐỨC,114511070,"đường Cát Quế, thôn 1, Xã Dương Hòa, TP Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00473,CÔNG TY TNHH TRÍ ĐỨC,298912155,"Xã Đoài Phương, Thành phố Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00474,HỘ KINH DOANH MẶT TRỜI,203796397,"Thôn Đồng Tâm, Phường Trần Lãm, Hưng Yên",,31,Hưng Yên,Miền Bắc,hung yen,MATCHED_REGEX
